gd, mm, dd, itv, volume
1,10,8,29,38
1,10,8,30,37
1,10,8,31,41
1,10,8,32,34
1,10,8,33,25
1,10,8,34,28
1,10,8,35,24
1,10,8,36,42
1,10,8,37,36
1,10,8,38,41
1,10,8,39,46
1,10,8,40,43
1,10,8,41,35
1,10,8,42,37
1,10,8,43,45
1,10,8,44,33
1,10,8,45,44
1,10,8,46,42
1,10,8,47,40
1,10,8,48,49
1,10,8,49,44
1,10,8,50,36
1,10,8,51,37
1,10,8,52,23
1,10,8,53,26
1,10,8,54,20
1,10,8,55,28
1,10,8,56,20
1,10,8,57,25
1,10,8,58,22
1,10,8,59,15
1,10,8,60,17
1,10,8,61,12
1,10,8,62,15
1,10,8,63,14
1,10,8,64,7
1,10,8,65,16
1,10,8,66,11
1,10,8,67,10
1,10,8,68,10
1,10,8,69,8
1,10,8,70,1
1,10,9,71,7
1,10,9,0,7
1,10,9,1,7
1,10,9,2,8
1,10,9,3,6
1,10,9,4,9
1,10,9,5,3
1,10,9,6,1
1,10,9,7,9
1,10,9,8,7
1,10,9,9,4
1,10,9,10,6
1,10,9,11,5
1,10,9,12,13
1,10,9,13,8
1,10,9,14,10
1,10,9,15,4
1,10,9,16,7
1,10,9,17,10
1,10,9,18,8
1,10,9,19,9
1,10,9,20,17
1,10,9,21,26
1,10,9,22,25
1,10,9,23,33
1,10,9,24,46
1,10,9,25,39
1,10,9,26,35
1,10,9,27,45
1,10,9,28,41
1,10,9,29,41
1,10,9,30,28
1,10,9,31,40
1,10,9,32,39
1,10,9,33,38
1,10,9,34,28
1,10,9,35,26
1,10,9,36,39
1,10,9,37,33
1,10,9,38,43
1,10,9,39,39
1,10,9,40,46
1,10,9,41,32
1,10,9,42,48
1,10,9,43,36
1,10,9,44,54
1,10,9,45,49
1,10,9,46,40
1,10,9,47,48
1,10,9,48,35
1,10,9,49,42
1,10,9,50,38
1,10,9,51,33
1,10,9,52,28
1,10,9,53,32
1,10,9,54,20
1,10,9,55,29
1,10,9,56,23
1,10,9,57,33
1,10,9,58,21
1,10,9,59,20
1,10,9,60,15
1,10,9,61,26
1,10,9,62,19
1,10,9,63,22
1,10,9,64,16
1,10,9,65,17
1,10,9,66,4
1,10,9,67,6
1,10,9,68,10
1,10,9,69,3
1,10,9,70,3
1,10,9,71,6
1,10,10,0,13
1,10,10,1,16
1,10,10,2,11
1,10,10,3,7
1,10,10,4,4
1,10,10,5,7
1,10,10,6,6
1,10,10,7,9
1,10,10,8,12
1,10,10,9,7
1,10,10,10,6
1,10,10,11,8
1,10,10,12,2
1,10,10,13,16
1,10,10,14,7
1,10,10,15,2
1,10,10,16,3
1,10,10,17,9
1,10,10,18,13
1,10,10,19,13
1,10,10,20,18
1,10,10,21,34
1,10,10,22,40
1,10,10,23,37
1,10,10,24,47
1,10,10,25,44
1,10,10,26,57
1,10,10,27,51
1,10,10,28,44
1,10,10,29,53
1,10,10,30,35
1,10,10,31,42
1,10,10,32,40
1,10,10,33,37
1,10,10,34,26
1,10,10,35,19
1,10,10,36,41
1,10,10,37,28
1,10,10,38,36
1,10,10,39,51
1,10,10,40,42
1,10,10,41,44
1,10,10,42,33
1,10,10,43,45
1,10,10,44,51
1,10,10,45,46
1,10,10,46,36
1,10,10,47,56
1,10,10,48,42
1,10,10,49,45
1,10,10,50,28
1,10,10,51,41
1,10,10,52,22
1,10,10,53,16
1,10,10,54,20
1,10,10,55,28
1,10,10,56,23
1,10,10,57,14
1,10,10,58,21
1,10,10,59,19
1,10,10,60,15
1,10,10,61,20
1,10,10,62,17
1,10,10,63,22
1,10,10,64,8
1,10,10,65,16
1,10,10,66,5
1,10,10,67,11
1,10,10,68,5
1,10,10,69,9
1,10,10,70,5
1,10,10,71,4
1,10,11,0,12
1,10,11,1,14
1,10,11,2,10
1,10,11,3,6
1,10,11,4,11
1,10,11,5,4
1,10,11,6,3
1,10,11,7,12
1,10,11,8,6
1,10,11,9,6
1,10,11,10,5
1,10,11,11,3
1,10,11,12,12
1,10,11,13,15
1,10,11,14,12
1,10,11,15,6
1,10,11,16,11
1,10,11,17,6
1,10,11,18,9
1,10,11,19,26
1,10,11,20,18
1,10,11,21,30
1,10,11,22,40
1,10,11,23,52
1,10,11,24,49
1,10,11,25,49
1,10,11,26,40
1,10,11,27,45
1,10,11,28,47
1,10,11,29,44
1,10,11,30,37
1,10,11,31,47
1,10,11,32,37
1,10,11,33,37
1,10,11,34,37
1,10,11,35,47
1,10,11,36,42
1,10,11,37,42
1,10,11,38,51
1,10,11,39,35
1,10,11,40,37
1,10,11,41,36
1,10,11,42,44
1,10,11,43,43
1,10,11,44,48
1,10,11,45,43
1,10,11,46,57
1,10,11,47,39
1,10,11,48,52
1,10,11,49,45
1,10,11,50,42
1,10,11,51,39
1,10,11,52,30
1,10,11,53,24
1,10,11,54,27
1,10,11,55,33
1,10,11,56,25
1,10,11,57,24
1,10,11,58,27
1,10,11,59,18
1,10,11,60,11
1,10,11,61,19
1,10,11,62,13
1,10,11,63,20
1,10,11,64,11
1,10,11,65,9
1,10,11,66,8
1,10,11,67,5
1,10,11,68,9
1,10,11,69,11
1,10,11,70,7
1,10,11,71,7
1,10,12,0,8
1,10,12,1,7
1,10,12,2,11
1,10,12,3,8
1,10,12,4,7
1,10,12,5,5
1,10,12,6,8
1,10,12,7,6
1,10,12,8,10
1,10,12,9,9
1,10,12,10,8
1,10,12,11,11
1,10,12,12,9
1,10,12,13,7
1,10,12,14,10
1,10,12,15,3
1,10,12,16,8
1,10,12,17,6
1,10,12,18,10
1,10,12,19,17
1,10,12,20,16
1,10,12,21,27
1,10,12,22,27
1,10,12,23,42
1,10,12,24,45
1,10,12,25,54
1,10,12,26,55
1,10,12,27,44
1,10,12,28,51
1,10,12,29,34
1,10,12,30,47
1,10,12,31,43
1,10,12,32,36
1,10,12,33,33
1,10,12,34,40
1,10,12,35,39
1,10,12,36,43
1,10,12,37,32
1,10,12,38,47
1,10,12,39,45
1,10,12,40,46
1,10,12,41,51
1,10,12,42,45
1,10,12,43,47
1,10,12,44,51
1,10,12,45,41
1,10,12,46,43
1,10,12,47,52
1,10,12,48,41
1,10,12,49,42
1,10,12,50,48
1,10,12,51,42
1,10,12,52,26
1,10,12,53,26
1,10,12,54,29
1,10,12,55,25
1,10,12,56,21
1,10,12,57,18
1,10,12,58,17
1,10,12,59,24
1,10,12,60,15
1,10,12,61,18
1,10,12,62,16
1,10,12,63,22
1,10,12,64,16
1,10,12,65,10
1,10,12,66,8
1,10,12,67,7
1,10,12,68,10
1,10,12,69,7
1,10,12,70,4
1,10,12,71,3
1,10,13,0,5
1,10,13,1,11
1,10,13,2,7
1,10,13,3,10
1,10,13,4,11
1,10,13,5,10
1,10,13,6,7
1,10,13,7,8
1,10,13,8,7
1,10,13,9,8
1,10,13,10,8
1,10,13,11,11
1,10,13,12,10
1,10,13,13,10
1,10,13,14,12
1,10,13,15,7
1,10,13,16,2
1,10,13,17,4
1,10,13,18,17
1,10,13,19,18
1,10,13,20,32
1,10,13,21,32
1,10,13,22,44
1,10,13,23,49
1,10,13,24,51
1,10,13,25,59
1,10,13,26,42
1,10,13,27,65
1,10,13,28,46
1,10,13,29,59
1,10,13,30,56
1,10,13,31,44
1,10,13,32,34
1,10,13,33,28
1,10,13,34,34
1,10,13,35,35
1,10,13,36,49
1,10,13,37,46
1,10,13,38,39
1,10,13,39,58
1,10,13,40,46
1,10,13,41,44
1,10,13,42,44
1,10,13,43,51
1,10,13,44,43
1,10,13,45,48
1,10,13,46,43
1,10,13,47,33
1,10,13,48,44
1,10,13,49,48
1,10,13,50,50
1,10,13,51,54
1,10,13,52,45
1,10,13,53,39
1,10,13,54,34
1,10,13,55,33
1,10,13,56,23
1,10,13,57,17
1,10,13,58,19
1,10,13,59,21
1,10,13,60,17
1,10,13,61,18
1,10,13,62,18
1,10,13,63,18
1,10,13,64,18
1,10,13,65,16
1,10,13,66,9
1,10,13,67,11
1,10,13,68,6
1,10,13,69,3
1,10,13,70,11
1,10,13,71,9
1,10,14,0,15
1,10,14,1,15
1,10,14,2,8
1,10,14,3,6
1,10,14,4,11
1,10,14,5,12
1,10,14,6,7
1,10,14,7,5
1,10,14,8,12
1,10,14,9,4
1,10,14,10,3
1,10,14,11,8
1,10,14,12,12
1,10,14,13,13
1,10,14,14,6
1,10,14,15,3
1,10,14,16,7
1,10,14,17,8
1,10,14,18,14
1,10,14,19,20
1,10,14,20,20
1,10,14,21,23
1,10,14,22,28
1,10,14,23,30
1,10,14,24,34
1,10,14,25,59
1,10,14,26,46
1,10,14,27,44
1,10,14,28,48
1,10,14,29,45
1,10,14,30,53
1,10,14,31,47
1,10,14,32,43
1,10,14,33,43
1,10,14,34,41
1,10,14,35,41
1,10,14,36,24
1,10,14,37,42
1,10,14,38,54
1,10,14,39,58
1,10,14,40,53
1,10,14,41,44
1,10,14,42,66
1,10,14,43,66
1,10,14,44,50
1,10,14,45,76
1,10,14,46,66
1,10,14,47,70
1,10,14,48,63
1,10,14,49,71
1,10,14,50,62
1,10,14,51,44
1,10,14,52,47
1,10,14,53,39
1,10,14,54,35
1,10,14,55,30
1,10,14,56,43
1,10,14,57,43
1,10,14,58,36
1,10,14,59,30
1,10,14,60,32
1,10,14,61,21
1,10,14,62,29
1,10,14,63,15
1,10,14,64,18
1,10,14,65,14
1,10,14,66,13
1,10,14,67,15
1,10,14,68,10
1,10,14,69,8
1,10,14,70,14
1,10,14,71,5
1,10,15,0,8
1,10,15,1,9
1,10,15,2,10
1,10,15,3,9
1,10,15,4,8
1,10,15,5,9
1,10,15,6,11
1,10,15,7,8
1,10,15,8,5
1,10,15,9,6
1,10,15,10,9
1,10,15,11,9
1,10,15,12,9
1,10,15,13,9
1,10,15,14,11
1,10,15,15,10
1,10,15,16,7
1,10,15,17,9
1,10,15,18,10
1,10,15,19,19
1,10,15,20,31
1,10,15,21,39
1,10,15,22,53
1,10,15,23,46
1,10,15,24,44
1,10,15,25,47
1,10,15,26,55
1,10,15,27,70
1,10,15,28,72
1,10,15,29,55
1,10,15,30,60
1,10,15,31,65
1,10,15,32,54
1,10,15,33,59
1,10,15,34,44
1,10,15,35,45
1,10,15,36,43
1,10,15,37,48
1,10,15,38,41
1,10,15,39,63
1,10,15,40,41
1,10,15,41,35
1,10,15,42,56
1,10,15,43,69
1,10,15,44,64
1,10,15,45,37
1,10,15,46,59
1,10,15,47,57
1,10,15,48,57
1,10,15,49,66
1,10,15,50,64
1,10,15,51,66
1,10,15,52,55
1,10,15,53,32
1,10,15,54,33
1,10,15,55,30
1,10,15,56,29
1,10,15,57,20
1,10,15,58,20
1,10,15,59,26
1,10,15,60,22
1,10,15,61,17
1,10,15,62,23
1,10,15,63,21
1,10,15,64,18
1,10,15,65,20
1,10,15,66,16
1,10,15,67,17
1,10,15,68,4
1,10,15,69,15
1,10,15,70,5
1,10,15,71,9
1,10,16,0,10
1,10,16,1,9
1,10,16,2,8
1,10,16,3,7
1,10,16,4,10
1,10,16,5,4
1,10,16,6,6
1,10,16,7,6
1,10,16,8,2
1,10,16,9,6
1,10,16,10,5
1,10,16,11,9
1,10,16,12,9
1,10,16,13,11
1,10,16,14,16
1,10,16,15,4
1,10,16,16,3
1,10,16,17,7
1,10,16,18,6
1,10,16,19,7
1,10,16,20,10
1,10,16,21,19
1,10,16,22,28
1,10,16,23,53
1,10,16,24,29
1,10,16,25,44
1,10,16,26,35
1,10,16,27,51
1,10,16,28,47
1,10,16,29,48
1,10,16,30,38
1,10,16,31,60
1,10,16,32,52
1,10,16,33,50
1,10,16,34,43
1,10,16,35,26
1,10,16,36,53
1,10,16,37,48
1,10,16,38,50
1,10,16,39,61
1,10,16,40,49
1,10,16,41,48
1,10,16,42,51
1,10,16,43,62
1,10,16,44,58
1,10,16,45,58
1,10,16,46,65
1,10,16,47,78
1,10,16,48,69
1,10,16,49,65
1,10,16,50,69
1,10,16,51,70
1,10,16,52,59
1,10,16,53,37
1,10,16,54,39
1,10,16,55,41
1,10,16,56,38
1,10,16,57,33
1,10,16,58,30
1,10,16,59,34
1,10,16,60,32
1,10,16,61,34
1,10,16,62,21
1,10,16,63,24
1,10,16,64,30
1,10,16,65,15
1,10,16,66,18
1,10,16,67,7
1,10,16,68,3
1,10,16,69,9
1,10,16,70,5
1,10,16,71,5
1,10,17,0,13
1,10,17,1,12
1,10,17,2,7
1,10,17,3,6
1,10,17,4,11
1,10,17,5,5
1,10,17,6,4
1,10,17,7,6
1,10,17,8,7
1,10,17,9,7
1,10,17,10,10
1,10,17,11,7
1,10,17,12,14
1,10,17,13,12
1,10,17,14,17
1,10,17,15,2
1,10,17,16,5
1,10,17,17,7
1,10,17,18,13
1,10,17,19,18
1,10,17,20,19
1,10,17,21,45
1,10,17,22,44
1,10,17,23,56
1,10,17,24,50
1,10,17,25,46
1,10,17,26,56
1,10,17,27,43
1,10,17,28,54
1,10,17,29,41
1,10,17,30,46
1,10,17,31,57
1,10,17,32,38
1,10,17,33,29
1,10,17,34,39
1,10,17,35,33
1,10,17,36,32
1,10,17,37,47
1,10,17,38,44
1,10,17,39,35
1,10,17,40,51
1,10,17,41,59
1,10,17,42,41
1,10,17,43,47
1,10,17,44,52
1,10,17,45,46
1,10,17,46,47
1,10,17,47,35
1,10,17,48,63
1,10,17,49,56
1,10,17,50,42
1,10,17,51,43
1,10,17,52,34
1,10,17,53,25
1,10,17,54,22
1,10,17,55,24
1,10,17,56,14
1,10,17,57,26
1,10,17,58,15
1,10,17,59,16
1,10,17,60,11
1,10,17,61,17
1,10,17,62,19
1,10,17,63,17
1,10,17,64,11
1,10,17,65,18
1,10,17,66,12
1,10,17,67,10
1,10,17,68,4
1,10,17,69,1
1,10,17,70,6
1,10,17,71,2
2,9,19,0,140
2,9,19,1,56
2,9,19,2,31
2,9,19,3,4
2,9,19,4,14
2,9,19,5,7
2,9,19,6,7
2,9,19,7,7
2,9,19,8,10
2,9,19,9,10
2,9,19,10,14
2,9,19,11,20
2,9,19,12,18
2,9,19,13,17
2,9,19,14,23
2,9,19,15,28
2,9,19,16,24
2,9,19,17,34
2,9,19,18,39
2,9,19,19,57
2,9,19,20,72
2,9,19,21,70
2,9,19,22,83
2,9,19,23,118
2,9,19,24,123
2,9,19,25,119
2,9,19,26,116
2,9,19,27,120
2,9,19,28,151
2,9,19,29,131
2,9,19,30,101
2,9,19,31,105
2,9,19,32,102
2,9,19,33,86
2,9,19,34,76
2,9,19,35,100
2,9,19,36,99
2,9,19,37,70
2,9,19,38,79
2,9,19,39,100
2,9,19,40,108
2,9,19,41,106
2,9,19,42,101
2,9,19,43,100
2,9,19,44,101
2,9,19,45,77
2,9,19,46,104
2,9,19,47,92
2,9,19,48,110
2,9,19,49,122
2,9,19,50,116
2,9,19,51,96
2,9,19,52,116
2,9,19,53,112
2,9,19,54,67
2,9,19,55,94
2,9,19,56,65
2,9,19,57,62
2,9,19,58,44
2,9,19,59,41
2,9,19,60,48
2,9,19,61,34
2,9,19,62,39
2,9,19,63,24
2,9,19,64,35
2,9,19,65,30
2,9,19,66,21
2,9,19,67,24
2,9,19,68,23
2,9,19,69,16
2,9,19,70,10
2,9,19,71,13
2,9,20,0,139
2,9,20,1,80
2,9,20,2,37
2,9,20,3,6
2,9,20,4,8
2,9,20,5,11
2,9,20,6,8
2,9,20,7,12
2,9,20,8,8
2,9,20,9,2
2,9,20,10,13
2,9,20,11,18
2,9,20,12,20
2,9,20,13,17
2,9,20,14,20
2,9,20,15,27
2,9,20,16,37
2,9,20,17,35
2,9,20,18,47
2,9,20,19,59
2,9,20,20,69
2,9,20,21,88
2,9,20,22,126
2,9,20,23,139
2,9,20,24,132
2,9,20,25,151
2,9,20,26,131
2,9,20,27,150
2,9,20,28,142
2,9,20,29,173
2,9,20,30,96
2,9,20,31,92
2,9,20,32,92
2,9,20,33,90
2,9,20,34,98
2,9,20,35,87
2,9,20,36,86
2,9,20,37,82
2,9,20,38,70
2,9,20,39,99
2,9,20,40,95
2,9,20,41,103
2,9,20,42,105
2,9,20,43,94
2,9,20,44,99
2,9,20,45,78
2,9,20,46,79
2,9,20,47,71
2,9,20,48,95
2,9,20,49,96
2,9,20,50,95
2,9,20,51,111
2,9,20,52,110
2,9,20,53,133
2,9,20,54,78
2,9,20,55,60
2,9,20,56,53
2,9,20,57,44
2,9,20,58,52
2,9,20,59,49
2,9,20,60,34
2,9,20,61,42
2,9,20,62,37
2,9,20,63,41
2,9,20,64,42
2,9,20,65,39
2,9,20,66,32
2,9,20,67,30
2,9,20,68,24
2,9,20,69,12
2,9,20,70,22
2,9,20,71,14
2,9,21,0,97
2,9,21,1,64
2,9,21,2,41
2,9,21,3,9
2,9,21,4,8
2,9,21,5,13
2,9,21,6,10
2,9,21,7,7
2,9,21,8,10
2,9,21,9,12
2,9,21,10,15
2,9,21,11,19
2,9,21,12,18
2,9,21,13,18
2,9,21,14,18
2,9,21,15,31
2,9,21,16,28
2,9,21,17,30
2,9,21,18,36
2,9,21,19,50
2,9,21,20,71
2,9,21,21,77
2,9,21,22,94
2,9,21,23,99
2,9,21,24,100
2,9,21,25,105
2,9,21,26,119
2,9,21,27,137
2,9,21,28,132
2,9,21,29,122
2,9,21,30,96
2,9,21,31,98
2,9,21,32,89
2,9,21,33,77
2,9,21,34,79
2,9,21,35,78
2,9,21,36,84
2,9,21,37,96
2,9,21,38,90
2,9,21,39,87
2,9,21,40,87
2,9,21,41,105
2,9,21,42,104
2,9,21,43,93
2,9,21,44,103
2,9,21,45,98
2,9,21,46,96
2,9,21,47,90
2,9,21,48,105
2,9,21,49,97
2,9,21,50,98
2,9,21,51,94
2,9,21,52,109
2,9,21,53,94
2,9,21,54,74
2,9,21,55,85
2,9,21,56,78
2,9,21,57,46
2,9,21,58,40
2,9,21,59,49
2,9,21,60,43
2,9,21,61,47
2,9,21,62,26
2,9,21,63,29
2,9,21,64,33
2,9,21,65,28
2,9,21,66,26
2,9,21,67,23
2,9,21,68,25
2,9,21,69,13
2,9,21,70,21
2,9,21,71,14
2,9,22,0,110
2,9,22,1,74
2,9,22,2,49
2,9,22,3,6
2,9,22,4,9
2,9,22,5,10
2,9,22,6,11
2,9,22,7,8
2,9,22,8,4
2,9,22,9,9
2,9,22,10,15
2,9,22,11,13
2,9,22,12,21
2,9,22,13,12
2,9,22,14,22
2,9,22,15,27
2,9,22,16,27
2,9,22,17,39
2,9,22,18,42
2,9,22,19,61
2,9,22,20,60
2,9,22,21,79
2,9,22,22,96
2,9,22,23,100
2,9,22,24,106
2,9,22,25,98
2,9,22,26,111
2,9,22,27,123
2,9,22,28,107
2,9,22,29,110
2,9,22,30,98
2,9,22,31,106
2,9,22,32,85
2,9,22,33,76
2,9,22,34,85
2,9,22,35,84
2,9,22,36,105
2,9,22,37,91
2,9,22,38,98
2,9,22,39,96
2,9,22,40,103
2,9,22,41,120
2,9,22,42,73
2,9,22,43,90
2,9,22,44,90
2,9,22,45,90
2,9,22,46,115
2,9,22,47,89
2,9,22,48,102
2,9,22,49,104
2,9,22,50,113
2,9,22,51,114
2,9,22,52,102
2,9,22,53,113
2,9,22,54,81
2,9,22,55,83
2,9,22,56,88
2,9,22,57,41
2,9,22,58,47
2,9,22,59,43
2,9,22,60,34
2,9,22,61,22
2,9,22,62,29
2,9,22,63,29
2,9,22,64,20
2,9,22,65,24
2,9,22,66,15
2,9,22,67,26
2,9,22,68,23
2,9,22,69,18
2,9,22,70,13
2,9,22,71,13
2,9,23,0,101
2,9,23,1,82
2,9,23,2,46
2,9,23,3,6
2,9,23,4,10
2,9,23,5,8
2,9,23,6,5
2,9,23,7,7
2,9,23,8,10
2,9,23,9,12
2,9,23,10,14
2,9,23,11,15
2,9,23,12,15
2,9,23,13,23
2,9,23,14,19
2,9,23,15,34
2,9,23,16,29
2,9,23,17,38
2,9,23,18,22
2,9,23,19,63
2,9,23,20,63
2,9,23,21,86
2,9,23,22,100
2,9,23,23,93
2,9,23,24,110
2,9,23,25,127
2,9,23,26,112
2,9,23,27,129
2,9,23,28,107
2,9,23,29,105
2,9,23,30,79
2,9,23,31,65
2,9,23,32,92
2,9,23,33,88
2,9,23,34,84
2,9,23,35,92
2,9,23,36,115
2,9,23,37,97
2,9,23,38,90
2,9,23,39,107
2,9,23,40,109
2,9,23,41,127
2,9,23,42,108
2,9,23,43,115
2,9,23,44,125
2,9,23,45,98
2,9,23,46,113
2,9,23,47,114
2,9,23,48,110
2,9,23,49,112
2,9,23,50,113
2,9,23,51,113
2,9,23,52,105
2,9,23,53,141
2,9,23,54,93
2,9,23,55,96
2,9,23,56,108
2,9,23,57,53
2,9,23,58,61
2,9,23,59,56
2,9,23,60,34
2,9,23,61,36
2,9,23,62,47
2,9,23,63,36
2,9,23,64,28
2,9,23,65,46
2,9,23,66,20
2,9,23,67,31
2,9,23,68,17
2,9,23,69,12
2,9,23,70,15
2,9,23,71,20
2,9,24,0,117
2,9,24,1,118
2,9,24,2,61
2,9,24,3,10
2,9,24,4,4
2,9,24,5,8
2,9,24,6,9
2,9,24,7,8
2,9,24,8,10
2,9,24,9,6
2,9,24,10,23
2,9,24,11,15
2,9,24,12,16
2,9,24,13,16
2,9,24,14,25
2,9,24,15,29
2,9,24,16,38
2,9,24,17,30
2,9,24,18,37
2,9,24,19,58
2,9,24,20,63
2,9,24,21,74
2,9,24,22,74
2,9,24,23,106
2,9,24,24,95
2,9,24,25,101
2,9,24,26,102
2,9,24,27,82
2,9,24,28,86
2,9,24,29,78
2,9,24,30,83
2,9,24,31,86
2,9,24,32,79
2,9,24,33,75
2,9,24,34,89
2,9,24,35,91
2,9,24,36,110
2,9,24,37,107
2,9,24,38,92
2,9,24,39,90
2,9,24,40,117
2,9,24,41,104
2,9,24,42,88
2,9,24,43,87
2,9,24,44,102
2,9,24,45,95
2,9,24,46,110
2,9,24,47,104
2,9,24,48,93
2,9,24,49,84
2,9,24,50,90
2,9,24,51,94
2,9,24,52,85
2,9,24,53,105
2,9,24,54,78
2,9,24,55,75
2,9,24,56,59
2,9,24,57,50
2,9,24,58,46
2,9,24,59,51
2,9,24,60,42
2,9,24,61,30
2,9,24,62,51
2,9,24,63,26
2,9,24,64,27
2,9,24,65,33
2,9,24,66,21
2,9,24,67,20
2,9,24,68,23
2,9,24,69,17
2,9,24,70,16
2,9,24,71,12
2,9,25,0,98
2,9,25,1,52
2,9,25,2,27
2,9,25,3,14
2,9,25,4,6
2,9,25,5,10
2,9,25,6,16
2,9,25,7,6
2,9,25,8,5
2,9,25,9,10
2,9,25,10,18
2,9,25,11,16
2,9,25,12,7
2,9,25,13,16
2,9,25,14,31
2,9,25,15,35
2,9,25,16,30
2,9,25,17,33
2,9,25,18,41
2,9,25,19,47
2,9,25,20,60
2,9,25,21,65
2,9,25,22,81
2,9,25,23,65
2,9,25,24,98
2,9,25,25,96
2,9,25,26,105
2,9,25,27,108
2,9,25,28,103
2,9,25,29,95
2,9,25,30,86
2,9,25,31,103
2,9,25,32,54
2,9,25,33,70
2,9,25,34,82
2,9,25,35,65
2,9,25,36,89
2,9,25,37,96
2,9,25,38,71
2,9,25,39,92
2,9,25,40,110
2,9,25,41,105
2,9,25,42,96
2,9,25,43,100
2,9,25,44,109
2,9,25,45,86
2,9,25,46,105
2,9,25,47,113
2,9,25,48,86
2,9,25,49,108
2,9,25,50,120
2,9,25,51,105
2,9,25,52,104
2,9,25,53,84
2,9,25,54,69
2,9,25,55,61
2,9,25,56,62
2,9,25,57,51
2,9,25,58,52
2,9,25,59,62
2,9,25,60,53
2,9,25,61,49
2,9,25,62,44
2,9,25,63,33
2,9,25,64,33
2,9,25,65,33
2,9,25,66,10
2,9,25,67,17
2,9,25,68,17
2,9,25,69,17
2,9,25,70,21
2,9,25,71,15
2,9,26,0,113
2,9,26,1,47
2,9,26,2,43
2,9,26,3,3
2,9,26,4,12
2,9,26,5,7
2,9,26,6,8
2,9,26,7,4
2,9,26,8,9
2,9,26,9,11
2,9,26,10,13
2,9,26,11,16
2,9,26,12,15
2,9,26,13,21
2,9,26,14,23
2,9,26,15,21
2,9,26,16,37
2,9,26,17,42
2,9,26,18,31
2,9,26,19,61
2,9,26,20,66
2,9,26,21,91
2,9,26,22,120
2,9,26,23,116
2,9,26,24,125
2,9,26,25,91
2,9,26,26,116
2,9,26,27,120
2,9,26,28,130
2,9,26,29,102
2,9,26,30,89
2,9,26,31,105
2,9,26,32,82
2,9,26,33,78
2,9,26,34,81
2,9,26,35,72
2,9,26,36,71
2,9,26,37,89
2,9,26,38,82
2,9,26,39,87
2,9,26,40,92
2,9,26,41,93
2,9,26,42,92
2,9,26,43,108
2,9,26,44,87
2,9,26,45,92
2,9,26,46,108
2,9,26,47,83
2,9,26,48,106
2,9,26,49,112
2,9,26,50,103
2,9,26,51,106
2,9,26,52,112
2,9,26,53,102
2,9,26,54,74
2,9,26,55,85
2,9,26,56,54
2,9,26,57,50
2,9,26,58,55
2,9,26,59,47
2,9,26,60,33
2,9,26,61,38
2,9,26,62,32
2,9,26,63,33
2,9,26,64,32
2,9,26,65,26
2,9,26,66,9
2,9,26,67,28
2,9,26,68,14
2,9,26,69,16
2,9,26,70,14
2,9,26,71,20
2,9,27,0,128
2,9,27,1,78
2,9,27,2,40
2,9,27,3,6
2,9,27,4,9
2,9,27,5,10
2,9,27,6,12
2,9,27,7,10
2,9,27,8,8
2,9,27,9,10
2,9,27,10,9
2,9,27,11,12
2,9,27,12,19
2,9,27,13,22
2,9,27,14,19
2,9,27,15,26
2,9,27,16,29
2,9,27,17,34
2,9,27,18,45
2,9,27,19,63
2,9,27,20,79
2,9,27,21,74
2,9,27,22,98
2,9,27,23,113
2,9,27,24,118
2,9,27,25,116
2,9,27,26,125
2,9,27,27,129
2,9,27,28,97
2,9,27,29,73
2,9,27,30,79
2,9,27,31,89
2,9,27,32,97
2,9,27,33,89
2,9,27,34,89
2,9,27,35,74
2,9,27,36,88
2,9,27,37,80
2,9,27,38,74
2,9,27,39,89
2,9,27,40,113
2,9,27,41,101
2,9,27,42,89
2,9,27,43,93
2,9,27,44,105
2,9,27,45,117
2,9,27,46,96
2,9,27,47,112
2,9,27,48,79
2,9,27,49,97
2,9,27,50,119
2,9,27,51,94
2,9,27,52,142
2,9,27,53,110
2,9,27,54,76
2,9,27,55,85
2,9,27,56,64
2,9,27,57,45
2,9,27,58,50
2,9,27,59,31
2,9,27,60,45
2,9,27,61,36
2,9,27,62,45
2,9,27,63,22
2,9,27,64,34
2,9,27,65,29
2,9,27,66,19
2,9,27,67,16
2,9,27,68,19
2,9,27,69,11
2,9,27,70,17
2,9,27,71,22
2,9,28,0,130
2,9,28,1,47
2,9,28,2,33
2,9,28,3,5
2,9,28,4,6
2,9,28,5,9
2,9,28,6,7
2,9,28,7,10
2,9,28,8,14
2,9,28,9,5
2,9,28,10,12
2,9,28,11,19
2,9,28,12,21
2,9,28,13,17
2,9,28,14,15
2,9,28,15,31
2,9,28,16,31
2,9,28,17,31
2,9,28,18,35
2,9,28,19,62
2,9,28,20,52
2,9,28,21,79
2,9,28,22,69
2,9,28,23,108
2,9,28,24,95
2,9,28,25,105
2,9,28,26,118
2,9,28,27,94
2,9,28,28,109
2,9,28,29,103
2,9,28,30,78
2,9,28,31,116
2,9,28,32,93
2,9,28,33,91
2,9,28,34,77
2,9,28,35,91
2,9,28,36,87
2,9,28,37,75
2,9,28,38,96
2,9,28,39,96
2,9,28,40,88
2,9,28,41,93
2,9,28,42,75
2,9,28,43,83
2,9,28,44,114
2,9,28,45,90
2,9,28,46,97
2,9,28,47,83
2,9,28,48,100
2,9,28,49,65
2,9,28,50,78
2,9,28,51,86
2,9,28,52,113
2,9,28,53,112
2,9,28,54,80
2,9,28,55,69
2,9,28,56,64
2,9,28,57,39
2,9,28,58,39
